2017-12-31 00:00,4,A,A,0,A,A,0
2017-12-31 00:00,5,A,A,0,A,A,0
2017-12-31 00:00,6,A,A,0,A,A,0
2017-12-31 00:00,7,A,A,0,A,U,0
2017-12-31 00:00,8,A,A,0,A,A,0
2017-12-31 00:00,9,A,A,0,I,I,0
2017-12-31 00:00,10,A,A,0,A,A,0
2017-12-31 00:00,11,I,A,A,A,A,A
2017-12-31 00:00,12,A,A,0,A,A,0
2017-12-31 00:00,14,A,A,A,A,A,A
2017-12-31 00:05,4,A,A,0,A,A,0
2017-12-31 00:05,5,A,A,0,A,A,0
2017-12-31 00:05,6,A,A,0,A,A,0
2017-12-31 00:05,7,A,A,0,A,U,0
2017-12-31 00:05,8,A,A,0,A,A,0
2017-12-31 00:05,9,A,A,0,I,I,0
2017-12-31 00:05,10,A,A,0,A,A,0
2017-12-31 00:05,11,A,A,A,I,I,A
2017-12-31 00:05,12,A,A,0,A,A,0
2017-12-31 00:05,14,A,A,A,A,A,A
2017-12-31 00:10,4,A,A,0,A,A,0
2017-12-31 00:10,5,A,A,0,A,A,0
2017-12-31 00:10,6,A,A,0,A,A,0
2017-12-31 00:10,7,A,A,0,A,U,0
2017-12-31 00:10,8,A,A,0,A,A,0
2017-12-31 00:10,9,A,A,0,I,A,0
2017-12-31 00:10,10,A,A,0,A,A,0
2017-12-31 00:10,11,A,A,A,I,I,A
2017-12-31 00:10,12,A,A,0,A,A,0
2017-12-31 00:10,14,A,A,A,A,A,A
2017-12-31 00:15,4,A,A,0,A,A,0
2017-12-31 00:15,5,A,A,0,A,A,0
2017-12-31 00:15,6,A,A,0,A,A,0
2017-12-31 00:15,7,A,A,0,A,U,0
2017-12-31 00:15,8,A,A,0,A,A,0
2017-12-31 00:15,9,A,A,0,I,I,0
2017-12-31 00:15,10,A,A,0,A,A,0
2017-12-31 00:15,11,A,A,A,I,I,A
2017-12-31 00:15,12,A,A,0,A,A,0
2017-12-31 00:15,14,A,A,A,A,A,A
2017-12-31 00:20,4,A,A,0,A,A,0
2017-12-31 00:20,5,A,A,0,A,A,0
2017-12-31 00:20,6,A,A,0,A,A,0
2017-12-31 00:20,7,A,A,0,A,U,0
2017-12-31 00:20,8,A,A,0,A,A,0
2017-12-31 00:20,9,A,A,0,I,I,0
2017-12-31 00:20,10,A,A,0,A,A,0
2017-12-31 00:20,11,A,A,A,I,I,A
2017-12-31 00:20,12,A,A,0,A,A,0
2017-12-31 00:20,14,A,A,A,A,A,A
2017-12-31 00:25,4,A,A,0,A,A,0
2017-12-31 00:25,5,A,A,0,A,A,0
2017-12-31 00:25,6,A,A,0,A,A,0
2017-12-31 00:25,7,A,A,0,A,U,0
2017-12-31 00:25,8,A,A,0,A,A,0
2017-12-31 00:25,9,A,A,0,I,I,0
2017-12-31 00:25,10,A,A,0,A,A,0
2017-12-31 00:25,11,A,A,A,I,I,A
2017-12-31 00:25,12,A,A,0,A,A,0
2017-12-31 00:25,14,A,A,A,A,A,A
2017-12-31 00:30,4,A,A,0,A,A,0
2017-12-31 00:30,5,A,A,0,A,A,0
2017-12-31 00:30,6,A,A,0,A,A,0
2017-12-31 00:30,7,A,A,0,A,U,0
2017-12-31 00:30,8,A,A,0,A,A,0
2017-12-31 00:30,9,A,A,0,I,I,0
