2017-12-25 21:05,4,A,A,0,A,A,0
2017-12-25 21:05,5,A,A,0,A,A,0
2017-12-25 21:05,6,A,A,0,A,A,0
2017-12-25 21:05,7,A,A,0,I,U,0
2017-12-25 21:05,8,A,A,0,A,A,0
2017-12-25 21:05,9,I,A,0,I,I,0
2017-12-25 21:05,10,A,A,0,A,A,0
2017-12-25 21:05,11,A,A,A,I,I,A
2017-12-25 21:05,12,I,A,0,A,I,0
2017-12-25 21:05,14,A,A,A,A,A,A
2017-12-25 21:10,4,A,A,0,A,A,0
2017-12-25 21:10,5,A,A,0,A,A,0
2017-12-25 21:10,6,A,A,0,A,A,0
2017-12-25 21:10,7,A,A,0,I,U,0
2017-12-25 21:10,8,A,A,0,A,A,0
2017-12-25 21:10,9,I,A,0,I,I,0
2017-12-25 21:10,10,A,A,0,A,A,0
2017-12-25 21:10,11,A,A,A,A,I,A
2017-12-25 21:10,12,I,A,0,A,I,0
2017-12-25 21:10,14,A,A,A,A,A,A
2017-12-25 21:15,4,A,A,0,A,A,0
2017-12-25 21:15,5,A,A,0,A,A,0
2017-12-25 21:15,6,A,A,0,A,A,0
2017-12-25 21:15,7,A,A,0,I,U,0
2017-12-25 21:15,8,A,A,0,A,A,0
2017-12-25 21:15,9,I,A,0,I,I,0
2017-12-25 21:15,10,A,A,0,A,A,0
2017-12-25 21:15,11,A,A,A,A,I,A
2017-12-25 21:15,12,I,A,0,A,I,0
2017-12-25 21:15,14,A,A,A,A,A,A
2017-12-25 21:20,4,A,A,0,A,A,0
2017-12-25 21:20,5,A,A,0,A,A,0
2017-12-25 21:20,6,A,A,0,A,A,0
2017-12-25 21:20,7,A,A,0,I,U,0
2017-12-25 21:20,8,A,A,0,A,A,0
2017-12-25 21:20,9,I,A,0,I,I,0
2017-12-25 21:20,10,A,A,0,A,A,0
2017-12-25 21:20,11,A,A,A,A,I,A
2017-12-25 21:20,12,I,A,0,A,I,0
2017-12-25 21:20,14,A,A,A,A,A,A
2017-12-25 21:25,4,A,A,0,A,A,0
2017-12-25 21:25,5,A,A,0,A,A,0
2017-12-25 21:25,6,A,A,0,A,A,0
2017-12-25 21:25,7,A,A,0,I,U,0
2017-12-25 21:25,8,A,A,0,A,A,0
2017-12-25 21:25,9,I,A,0,I,I,0
2017-12-25 21:25,10,A,A,0,A,A,0
2017-12-25 21:25,11,A,A,A,A,I,A
2017-12-25 21:25,12,I,A,0,A,I,0
2017-12-25 21:25,14,A,A,A,A,A,A
2017-12-25 21:30,4,A,A,0,A,A,0
2017-12-25 21:30,5,A,A,0,A,A,0
2017-12-25 21:30,6,A,A,0,A,A,0
2017-12-25 21:30,7,A,A,0,I,U,0
2017-12-25 21:30,8,A,A,0,A,A,0
2017-12-25 21:30,9,I,A,0,I,I,0
2017-12-25 21:30,10,A,A,0,A,A,0
2017-12-25 21:30,11,A,A,A,A,A,A
2017-12-25 21:30,12,A,A,0,A,I,0
2017-12-25 21:30,14,A,A,A,A,A,A
2017-12-25 21:35,4,A,A,0,A,A,0
2017-12-25 21:35,5,A,A,0,A,A,0
2017-12-25 21:35,6,A,A,0,A,A,0
2017-12-25 21:35,7,A,A,0,I,U,0
2017-12-25 21:35,8,A,A,0,A,A,0
2017-12-25 21:35,9,I,A,0,I,I,0
2017-12-25 21:35,10,A,A,0,A,A,0
2017-12-25 21:35,11,A,A,A,A,A,A
2017-12-25 21:35,12,A,A,0,A,I,0
2017-12-25 21:35,14,A,A,A,A,A,A
2017-12-25 21:40,4,A,A,0,A,A,0
2017-12-25 21:40,5,A,A,0,A,A,0
2017-12-25 21:40,6,A,A,0,A,A,0
2017-12-25 21:40,7,A,A,0,I,U,0
2017-12-25 21:40,8,A,A,0,A,A,0
2017-12-25 21:40,9,I,A,0,I,I,0
2017-12-25 21:40,10,A,A,0,A,A,0
2017-12-25 21:40,11,A,A,A,A,A,A
2017-12-25 21:40,12,A,A,0,A,A,0
2017-12-25 21:40,14,A,A,A,A,A,A
2017-12-25 21:45,4,A,A,0,A,A,0
2017-12-25 21:45,5,A,A,0,A,A,0
2017-12-25 21:45,6,A,A,0,A,A,0
2017-12-25 21:45,7,A,A,0,I,U,0
2017-12-25 21:45,8,A,A,0,A,A,0
2017-12-25 21:45,9,A,A,0,I,I,0
2017-12-25 21:45,10,A,A,0,A,A,0
2017-12-25 21:45,11,A,A,A,A,A,A
2017-12-25 21:45,12,A,A,0,A,A,0
2017-12-25 21:45,14,A,A,A,A,A,A
2017-12-25 21:50,4,A,A,0,A,A,0
2017-12-25 21:50,5,A,A,0,A,A,0
2017-12-25 21:50,6,A,A,0,A,A,0
2017-12-25 21:50,7,A,A,0,I,U,0
2017-12-25 21:50,8,A,A,0,A,A,0
2017-12-25 21:50,9,A,A,0,I,I,0
2017-12-25 21:50,10,A,A,0,A,A,0
2017-12-25 21:50,11,A,A,A,A,A,A
2017-12-25 21:50,12,A,A,0,A,A,0
2017-12-25 21:50,14,A,A,A,A,A,A
2017-12-25 21:55,4,A,A,0,A,A,0
2017-12-25 21:55,5,A,A,0,A,A,0
2017-12-25 21:55,6,A,A,0,A,A,0
2017-12-25 21:55,7,A,A,0,I,U,0
2017-12-25 21:55,8,A,A,0,A,A,0
2017-12-25 21:55,9,A,A,0,I,I,0
2017-12-25 21:55,10,A,A,0,A,A,0
2017-12-25 21:55,11,A,A,A,A,A,A
2017-12-25 21:55,12,A,A,0,A,A,0
2017-12-25 21:55,14,A,A,A,A,A,A
2017-12-25 22:00,4,A,A,0,A,A,0
2017-12-25 22:00,5,A,A,0,A,A,0
2017-12-25 22:00,6,A,A,0,A,A,0
2017-12-25 22:00,7,A,A,0,A,U,0
2017-12-25 22:00,8,A,A,0,A,A,0
2017-12-25 22:00,9,A,A,0,I,I,0
2017-12-25 22:00,10,A,A,0,A,A,0
2017-12-25 22:00,11,A,A,A,A,A,A
2017-12-25 22:00,12,A,A,0,A,A,0
2017-12-25 22:00,14,A,A,A,A,A,A
2017-12-25 22:05,4,A,A,0,A,A,0
2017-12-25 22:05,5,A,A,0,A,A,0
2017-12-25 22:05,6,A,A,0,A,A,0
2017-12-25 22:05,7,A,A,0,A,U,0
2017-12-25 22:05,8,A,A,0,A,A,0
2017-12-25 22:05,9,A,A,0,I,I,0
2017-12-25 22:05,10,A,A,0,A,A,0
2017-12-25 22:05,11,A,A,A,A,A,A
2017-12-25 22:05,12,A,A,0,A,A,0
2017-12-25 22:05,14,A,A,A,A,A,A
2017-12-25 22:10,4,A,A,0,A,A,0
2017-12-25 22:10,5,A,A,0,A,A,0
2017-12-25 22:10,6,A,A,0,A,A,0
2017-12-25 22:10,7,A,A,0,A,U,0
2017-12-25 22:10,8,A,A,0,A,A,0
2017-12-25 22:10,9,A,A,0,I,I,0
2017-12-25 22:10,10,A,A,0,A,A,0
2017-12-25 22:10,11,A,A,A,A,A,A
2017-12-25 22:10,12,A,A,0,I,A,0
